No,ID,JK,Kecamatan,Jenis_Tinggal,Alat_Transportasi,Penerima_KPS,Pekerjaan_Ayah,Penghasilan_Ayah,Pekerjaan_Ibu,Penghasilan_Ibu,Rombel_Saat_Ini,Penerima_KIP,Layak_PIP
475,475,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
476,476,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
477,477,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
478,478,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
479,479,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
480,480,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
481,481,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
482,482,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 2,Tidak,Tidak
483,483,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 3,Tidak,Tidak
484,484,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XI MIPA 1,Tidak,Tidak
485,485,L,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 1,Tidak,Tidak
486,486,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XI IPS 1,Tidak,Tidak
487,487,L,Kec. Tampan,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Tidak
488,488,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 4,Tidak,Ya
489,489,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",XI IPS 1,Tidak,Tidak
490,490,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
491,491,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 7,Tidak,Tidak
492,492,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 2,000,000 - Rp. 4,999,999",Pedagang Kecil,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 2,Tidak,Tidak
493,493,L,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
494,494,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
495,495,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 2,Tidak,Tidak
496,496,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
497,497,L,Kec. Marpoyan Damai,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Ya
498,498,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Sudah Meninggal,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
499,499,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 7,Tidak,Tidak
500,500,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 4,Tidak,Tidak
501,501,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Pedagang Kecil,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
502,502,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
503,503,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI IPS 2,Tidak,Tidak
504,504,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,"Kurang dari Rp. 500,000",XII MIPA 1,Tidak,Tidak
505,505,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
506,506,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Ya
507,507,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Pedagang Kecil,"Kurang dari Rp. 500,000",XI IPS 3,Tidak,Tidak
508,508,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Pedagang Kecil,"Kurang dari Rp. 500,000",XI MIPA 7,Tidak,Tidak
509,509,L,Kec. Bukit Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",XI MIPA 1,Tidak,Tidak
510,510,L,Kec. Siak Hulu,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 4,Tidak,Tidak
511,511,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
512,512,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
513,513,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 2,Tidak,Tidak
514,514,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Lebih dari Rp. 20,000,000",PNS/TNI/Polri,"Lebih dari Rp. 20,000,000",X MIPA 2,Tidak,Tidak
515,515,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
516,516,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 2,Tidak,Tidak
517,517,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
518,518,L,Kec. Tenayan Raya,Lainnya,Jalan kaki,Tidak,Wiraswasta,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
519,519,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
520,520,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
521,521,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Petani,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Ya
522,522,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
523,523,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 4,Tidak,Tidak
524,524,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Wiraswasta,"Rp. 500,000 - Rp. 999,999",XI IPS 2,Tidak,Tidak
525,525,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
526,526,L,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",XI IPS 3,Tidak,Tidak
527,527,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Tidak bekerja,Tidak Berpenghasilan,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 1,Tidak,Tidak
528,528,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Rp. 500,000 - Rp. 999,999",XI IPS 3,Tidak,Tidak
529,529,L,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Kurang dari Rp 1.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X MIPA 5,Tidak,Tidak
530,530,L,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,PNS/TNI/Polri,Rp 1.000.000 - Rp 2.000.000,X IPS 3,Tidak,Tidak
531,531,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Ya
532,532,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Ya
533,533,L,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
534,534,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Ya,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Ya,Ya
535,535,P,Kec. Bagan Sinembah,Wali,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
536,536,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 5,Tidak,Tidak
537,537,P,Kec. Marpoyan Damai,Bersama orang tua,Mobil pribadi,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Sudah Meninggal,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
538,538,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
539,539,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Ya
540,540,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
541,541,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
542,542,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
543,543,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
544,544,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
545,545,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
546,546,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
547,547,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
548,548,P,Kec. Bukit Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
549,549,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
550,550,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Lainnya,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
551,551,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
552,552,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
553,553,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Tidak bekerja,Tidak Berpenghasilan,Lainnya,Rp 1.000.000 - Rp 2.000.000,X MIPA 2,Tidak,Tidak
554,554,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 1,Tidak,Tidak
555,555,L,Kec. Senapelan,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",X IPS 1,Tidak,Tidak
556,556,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
557,557,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,Tidak Berpenghasilan,X MIPA 5,Tidak,Ya
558,558,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 1,Tidak,Tidak
559,559,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
560,560,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Ya
561,561,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Ya,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Ya,Tidak
562,562,P,Kec. Bukit Raya,Wali,Sepeda motor,Tidak,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
563,563,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 500,000 - Rp. 999,999",X MIPA 5,Tidak,Tidak
564,564,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
565,565,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
566,566,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Buruh,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 3,Ya,Ya
567,567,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
568,568,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Lainnya,Kurang dari Rp 1.000.000,X MIPA 2,Tidak,Tidak
569,569,P,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
570,570,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
571,571,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
572,572,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
573,573,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 1,Tidak,Tidak
574,574,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
575,575,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
576,576,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
577,577,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
578,578,P,Kec. Senapelan,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XII IPS 3,Ya,Tidak
579,579,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
580,580,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Ya
581,581,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
582,582,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
583,583,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Ya,Sudah Meninggal,Tidak Berpenghasilan,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",XII IPS 1,Ya,Ya
584,584,P,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
585,585,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
586,586,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
587,587,P,Kec. Tembilahan,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
588,588,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Tidak
589,589,P,Kec. Tenayan Raya,Lainnya,Lainnya,Tidak,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
590,590,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 2,Tidak,Tidak
591,591,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X IPS 1,Tidak,Tidak
592,592,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
593,593,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Ya,Tidak
